ISSUER_NAME,ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,AS_OF_DATE,IVA_INDUSTRY,INDUSTRY_ADJUSTED_SCORE,WEIGHTED_AVERAGE_SCORE,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,CLIMATE_CHANGE_THEME_SCORE,NATURAL_RES_USE_THEME_SCORE,WASTE_MGMT_THEME_SCORE,HUMAN_CAPITAL_THEME_SCORE,PRODUCT_SAFETY_THEME_SCORE,CORPORATE_GOV_THEME_SCORE,BUSINESS_ETHICS_THEME_SCORE,CARBON_EMISSIONS_SCORE,CARBON_EMISSIONS_EXP_SCORE,ENERGY_EFFICIENCY_EXP_SCORE,PROD_CARB_FTPRNT_EXP_SCORE,WATER_STRESS_SCORE,WATER_STRESS_EXP_SCORE,WATER_STRESS_MGMT_SCORE,BIODIV_LAND_USE_EXP_SCORE,TOXIC_EMISS_WSTE_EXP_SCORE,OPPS_CLN_TECH_EXP_SCORE,LABOR_MGMT_SCORE,LABOR_MGMT_WEIGHT,LABOR_MGMT_EXP_SCORE,LABOR_MGMT_MGMT_SCORE,HLTH_SAFETY_WEIGHT,HLTH_SAFETY_EXP_SCORE,HUMAN_CAPITAL_DEV_EXP_SCORE,HUMAN_CAPITAL_DEV_MGMT_SCORE,PROD_SFTY_QUALITY_EXP_SCORE,CHEM_SAFETY_EXP_SCORE,PRIVACY_DATA_SEC_SCORE,PRIVACY_DATA_SEC_EXP_SCORE,PRIVACY_DATA_SEC_MGMT_SCORE,CORP_GOVERNANCE_SCORE,CORRUPTION_INST_SCORE,CORRUPTION_INST_EXP_SCORE,CORRUPTION_INST_MGMT_SCORE,BUS_ETHICS_FRAUD_SCORE,BUS_ETHICS_FRAUD_MGMT_SCORE,ANTICOMP_PRACT_SCORE,ANTICOMP_PRACT_MGMT_SCORE,ACCOUNTING_PCTL_GLOBAL,ACCOUNTING_PCTL_HOME,BOARD_PCTL_GLOBAL,BOARD_PCTL_HOME,CORP_GOVERNANCE_QUARTILE,GOVERNANCE_PCTL_GLOBAL,GOVERNANCE_PCTL_HOME,OWNERSHIP_PCTL_GLOBAL,OWNERSHIP_PCTL_HOME,PAY_PCTL_GLOBAL,PAY_PCTL_HOME
STERIS PLC,STE,GB00BVVBC028,GB,20180401,Health Care Equipment & Supplies,5.1,5.4,8.6,5.5,5,8.6,4.40,,5.00,6.70,5.6,4.50,8.6,2.1,1.2,5.4,4.40,3.6,1.00,2.3,4.4,0,5.00,0.00,5.50,3.50,0,2.4,6.30,4.30,6.2,6.9,,,,5.6,4.50,7.60,5.10,,,,,7,9,59,50,3,46,45,47,82,58,54
SENSATA TECHNOLOGIES UK FINANCING CO. PLC,,US81727TAA60,GB,20180401,Electrical Equipment,4.8,5.4,5.4,3.6,6.3,5.5,4.90,6.00,3.60,,7.6,4.90,5.5,2.5,1.8,3.8,4.90,3.1,1.00,3.1,4.1,5.1,3.60,21.00,6.40,3.00,0,2.7,,,4.6,5,,,,7.6,4.90,6.30,4.20,5.00,5.00,5.00,5.00,33,43,78,74,1,90,98,89,100,81,76
ASCENTIAL PLC,ASCL,GB00BYM8GJ06,GB,20180401,Media,5.7,5.4,6.8,3.7,8.5,6.8,5.20,6.80,4.30,3.10,8.5,,6.8,2.3,2.2,1.6,5.20,2.8,1.00,1.8,4.5,2,10.00,0.00,5.10,8.50,0,0.5,6.80,4.10,2.8,0.4,3.10,7.20,3.30,8.5,,,,,,,,56,65,97,91,1,99,93,99,97,81,55
CARDTRONICS PLC,CATM,GB00BYT18414,GB,20180401,Software & Services,3.2,3.8,6.7,2.1,6.6,6.7,5.40,5.10,1.70,2.40,6.6,,6.7,1.6,2,1.7,5.40,2.6,1.00,1.5,2.9,0,2.10,0.00,4.90,0.00,0,0.5,8.30,3.00,3.3,0.9,2.40,7.10,2.50,6.6,,,,,,,,15,20,59,50,1,71,80,78,99,64,64
NEX GROUP PLC,NXG,GB00BZ02MH16,GB,20180401,Investment Banking & Brokerage,4.9,4.5,3.5,2.7,7.3,3.5,5.70,,2.20,3.00,8.5,6.10,7.8,1.2,0.3,0.8,5.70,2.3,1.00,0.7,0.7,0,6.20,0.00,4.00,3.20,0,0.3,9.00,4.20,2.9,0,1.80,7.40,2.20,8.5,,,,,,,,56,65,91,74,1,99,93,99,97,95,91
TECHNIPFMC PLC,FTI,GB00BDSFG982,GB,20180401,Energy Equipment & Services,7.3,6.5,7.3,6.2,5.4,6.7,7.50,7.80,6.20,,6.9,4.10,6.7,3.3,1.7,4.8,5.50,3.7,2.20,4.3,3.5,1.2,4.50,0.00,6.26,3.80,18,5.6,,,5.4,5,,,,6.9,4.10,8.00,5.10,4.20,4.20,5.00,5.00,27,36,52,42,1,77,87,70,99,95,93
FINNING (UK) LTD.,,XS0340769529,GB,20180401,Trading Companies & Distributors,6,5.9,3.8,6.2,6.7,7,9.30,10.00,6.20,,6.7,6.70,7,1.7,1.1,6,9.30,2,4.30,2.1,2.9,2.5,4.90,25.00,8.80,6.70,15,2.9,,,4.3,3.5,,,,6.7,6.70,5.30,5.00,5.00,5.00,5.00,5.00,42,53,74,56,3,72,51,43,28,81,66
TRAVELPORT CORPORATE FINANCE PLC,,US89421UAA51,GB,20180401,Software & Services,7,5.2,8,4.4,6.2,8,5.30,8.40,1.40,7.50,6.2,,8,1.6,2,1.7,5.30,2.8,1.00,1.6,2.9,0,6.30,0.00,4.90,4.20,0,0.5,8.30,2.70,3.8,0.8,7.50,7.00,7.50,6.2,,,,,,,,26,34,74,69,2,60,65,43,75,49,42
ANGLO AMERICAN PLC,AAL,GB00B1XZS820,GB,20180501,Metals and Mining - Non-Precious Metals,5.4,4.5,4.4,4.1,5,6.4,4.10,3.70,4.10,,6.7,2.80,6.4,6.3,9.7,4.5,4.30,6.9,4.20,8.5,7.7,0.3,3.50,12.00,7.40,3.90,15,7.7,,,5.1,1.6,,,,6.7,2.80,7.80,3.60,4.20,4.20,5.00,5.00,24,21,43,12,2,74,19,99,97,95,90
WITAN INVESTMENT TRUST PLC,86IP,GB0009743658,GB,20180501,Asset Management & Custody Banks,2.9,4.3,6.7,2.6,8.3,6.7,5.90,9.30,0.00,4.10,8.3,,6.7,1.1,0.3,0.8,5.90,2.1,1.00,0.7,0.8,0,3.40,0.00,3.60,0.00,0,0.3,9.00,2.00,2.7,0,2.40,8.40,3.80,8.3,,,,,,,,72,74,91,73,1,97,81,70,12,95,90
DE LA RUE PLC,DLAR,GB00B3DGH821,GB,20180501,Commercial Services & Supplies,5.6,5.7,0.6,5.8,6.8,8.6,0.60,7.40,5.80,,8.4,5.20,8.6,3.1,1.7,4.5,4.20,3.8,1.00,2,3.9,0,5.80,33.00,5.80,4.60,0,1.4,4.20,7.00,2,6.7,,,,8.4,5.20,6.60,4.80,,,,,37,34,97,90,1,99,90,99,97,95,90
JANUS HENDERSON GROUP PLC,JHG,JE00BYPZJM29,GB,20180501,Asset Management & Custody Banks,8.6,6.2,10,5.5,7.5,10,4.60,5.00,3.90,6.40,7.5,,10,1.1,0.3,0.8,4.60,2.4,0.00,0.8,0.8,0,7.70,0.00,4.30,5.00,0,0.3,10.00,6.90,3.6,0,4.90,8.60,6.50,7.5,,,,,,,,45,49,91,90,2,97,100,99,100,85,84
ITHACA ENERGY INC.,DLEKG,US465676AA22,GB,20180501,Oil & Gas Exploration & Production,2.6,3.4,3.4,4,3.2,1.9,3.20,5.10,4.00,,6.7,0.00,1.9,7.1,3.2,4.1,0.60,6.4,0.00,5.5,5.6,2.1,3.50,0.00,3.50,0.00,15,6.6,5.80,0.00,3.2,2.7,,,,6.7,0.00,10.00,2.30,,,,,2,0,86,83,1,75,43,70,67,81,87
MEGGITT PLC,MGGT,GB0005758098,GB,20180501,Aerospace & Defense,8.3,5.6,2.6,5.7,6.9,10,9.60,7.30,5.70,,6.7,7.10,10,2.9,1.4,4.1,9.60,3.7,6.30,3.7,7,6.1,5.70,24.00,5.40,4.10,0,3.2,,,6,8.8,,,,6.7,7.10,8.10,8.20,5.00,5.00,5.00,5.00,29,26,70,41,2,90,47,99,97,95,90
SMITHS GROUP PLC,SMIN,GB00B1WY2338,GB,20180501,Industrial Conglomerates,6.5,5.1,4.3,4.3,5.8,10,10.00,9.20,4.30,,7.6,4.30,10,2.8,1.6,4,10.00,3.7,7.00,3,5,2.4,4.30,25.00,6.60,3.90,0,3.2,,,5.2,8,,,,7.6,4.30,7.60,4.90,5.00,5.00,5.00,5.00,72,75,64,32,1,90,47,79,38,95,90
RATHBONE BROTHERS PUBLIC LIMITED COMPANY,RAT,GB0002148343,GB,20180501,Asset Management & Custody Banks,6.9,5.7,9.7,4.4,8.4,9.7,5.90,9.30,3.80,4.70,8.4,,9.7,1.1,0.3,0.8,5.90,2.1,1.00,0.6,0.8,0,7.30,0.00,4.70,5.00,0,0.2,9.00,5.80,2.6,0,1.90,8.80,3.70,8.4,,,,,,,,26,23,99,95,1,99,89,99,97,95,90
BHP BILLITON PLC,BLT,GB0000566504,GB,20180501,Metals and Mining - Non-Precious Metals,5.7,4.3,1.8,6.3,6.5,5.7,1.60,0.00,6.30,,8.1,4.30,5.7,8.1,7.9,4.8,3.50,7.2,3.70,9,7.9,0.9,5.40,12.00,7.70,6.10,15,5.6,,,5.2,3.3,,,,8.1,4.30,6.50,3.80,3.70,3.70,4.20,4.20,25,23,82,56,1,96,75,99,97,100,100
HOGG ROBINSON GROUP PLC,HRG,GB00B1CM8S45,GB,20180501,Professional Services,6,5.3,7.6,3.7,8.1,7.6,5.00,6.00,5.10,2.30,8.1,,7.6,2.4,1.3,2.1,5.00,3,1.00,1.4,0.3,0.5,5.90,0.00,6.10,5.00,0,0.9,4.30,2.40,1.9,1.7,2.30,8.00,3.30,8.1,,,,,,,,32,28,91,73,1,96,73,89,46,95,90
HOCHSCHILD MINING PLC,HOC,GB00B1FW5029,GB,20180501,Metals and Mining - Precious Metals,4.2,3.9,3.1,4.4,4.7,6.4,3.10,3.00,4.40,,8.2,0.90,6.4,4.7,8.5,4.1,5.10,5,3.10,9,7.2,0,7.50,14.00,4.50,5.00,16,8.7,5.30,6.30,2,1.5,,,,8.2,0.90,9.40,3.30,,,,,100,100,78,52,1,97,79,99,97,81,56
BP P.L.C.,BP.,GB0007980591,GB,20180501,Integrated Oil & Gas,3.5,4.2,3.5,4.6,5.1,4.3,2.50,4.00,4.60,,7,3.50,4.3,7,3.9,4.6,8.60,4.7,6.30,7.3,6.9,2.1,3.90,0.00,7.80,4.70,17,7.4,,,5.7,4.7,,,,7,3.50,8.70,5.20,3.70,3.70,4.20,4.20,44,41,59,26,1,81,28,79,38,81,56
BAE SYSTEMS PLC,BA.,GB0002634946,GB,20180501,Aerospace & Defense,6.7,4.8,5.2,1,6.4,10,9.90,5.00,1.00,,6.9,6.00,10,2.3,1.6,3.1,9.90,3.4,6.30,2.9,5.4,5,1.00,24.00,7.90,1.90,0,3.2,,,7.9,7.7,,,,6.9,6.00,8.10,7.10,3.70,3.70,5.00,5.00,43,39,82,56,1,82,30,54,6,81,56
ASHMORE GROUP PLC,ASHM,GB00B132NW22,GB,20180501,Asset Management & Custody Banks,8.3,6.2,9,5.3,8.1,9,5.60,9.30,5.90,4.90,8.1,,9,1.1,0.3,0.8,5.60,2.4,1.00,0.8,0.8,0,10.00,0.00,3.40,8.80,0,0.3,9.00,7.90,2.7,0,1.60,8.70,3.30,8.1,,,,,,,,48,46,91,73,1,96,71,99,97,64,37
BREWIN DOLPHIN HOLDINGS PLC,BRW,GB0001765816,GB,20180501,Asset Management & Custody Banks,4.9,5,7.7,3.6,8,7.7,5.90,9.30,4.20,3.30,8,,7.7,1.1,0.3,0.8,5.90,2.1,1.00,0.6,0.8,0,10.00,0.00,4.90,8.50,0,0.2,9.00,6.20,2.7,0,2.40,8.80,4.20,8,,,,,,,,44,40,97,90,1,95,68,79,38,59,31
COMPUTACENTER PLC,CCC,GB00BV9FP302,GB,20180501,Software & Services,4.3,4.1,3.9,2.7,6.7,8.7,5.50,5.10,1.70,3.70,6.7,,8.7,1.7,1.4,1.6,5.50,2.5,1.00,1.7,2.9,5.8,5.50,0.00,6.50,5.00,0,0.3,8.70,3.40,4.2,1,3.70,5.80,2.50,6.7,,,,,,,,85,86,37,9,1,68,14,99,97,44,10
ITV PLC,ITV,GB0033986497,GB,20180501,"Broadcasting, Cable & Satellite",10,7.5,10,8.3,7,10,6.90,8.00,8.30,,7.8,6.40,10,1.8,0.7,1.4,6.90,2.4,2.30,1.5,2.8,0,8.30,29.00,5.70,7.00,0,1,,,5.7,0,6.30,5.20,4.50,7.8,6.40,5.50,4.90,,,,,43,40,82,56,1,95,68,99,97,95,90
N BROWN GROUP PLC,BWNG,GB00B1P6ZR11,GB,20180501,Retail - Consumer Discretionary,5.7,4.6,2,3.7,8.3,1.7,2.90,9.30,8.60,0.00,8.3,,10,3,1.9,6.3,4.00,4,1.00,1.8,1.6,0,8.30,19.00,5.40,6.70,0,2.3,2.40,5.00,3.4,4.5,0.00,7.10,0.00,8.3,,,,,,,,45,42,99,95,1,98,86,99,97,64,37
AGGREKO PLC,AGK,GB00BK1PTB77,GB,20180501,Commercial Services & Supplies,7,6.4,4.7,10,5.7,7,5.50,10.00,10.00,,7.1,4.20,7,1.8,1.2,2,5.50,2.5,1.00,2.5,3.8,2.1,10.00,23.00,4.20,7.60,0,4.9,3.60,7.90,3.6,1.5,,,,7.1,4.20,8.20,5.40,,,,,11,9,70,40,1,78,23,99,97,58,28
4imprint Group PLC,FOUR,GB0006640972,GB,20180501,Media,4.1,4.3,7.7,2.2,7.8,7.7,5.00,5.90,2.40,2.00,7.8,,7.7,1.8,5.1,2,5.00,3,1.00,1.4,2.1,0,2.90,0.00,4.10,0.00,0,0.8,6.90,2.30,4.4,0,2.00,5.00,0.00,7.8,,,,,,,,100,100,55,22,1,93,57,99,97,95,90
FENNER PLC,FENR,GB0003345054,GB,20180501,Industrial Machinery,6.9,5.7,5.4,5.3,6.1,6.4,4.40,7.00,5.30,,7.8,4.80,6.4,2.6,1.2,5.7,4.40,3.6,1.00,3.1,4.3,3.3,5.30,19.00,5.50,3.80,0,3.9,5.20,3.40,3.9,7,,,,7.8,4.80,6.70,4.50,,,,,75,75,78,52,1,93,56,79,38,81,57
ITE GROUP PLC,ITE,GB0002520509,GB,20180501,Media,7,6,10,4.7,7.9,10,5.20,5.70,5.90,3.50,7.9,,10,1.9,1.8,1.4,5.20,2.8,1.00,2.5,5.6,0,6.40,0.00,4.90,4.30,0,0.9,4.20,3.10,2.5,0,3.50,4.30,0.80,7.9,,,,,,,,4,3,99,95,1,94,62,99,97,95,90
S&U PLC,SUS,GB0007655037,GB,20180501,Consumer Finance,2.1,4,9.3,3.1,6.2,9.3,4.90,5.80,3.70,3.00,6.2,,9.3,1.1,0.4,1,4.90,3.1,1.00,0.6,2.2,0,1.90,0.00,5.10,0.00,0,0.3,6.30,3.00,2.1,0,1.00,7.70,1.70,6.2,,,,,,,,36,32,22,4,2,63,10,99,97,99,100
R P S GROUP PLC,RPS,GB0007594764,GB,20180501,Commercial Services & Supplies,8.2,7,9.3,6.4,7.2,9.3,4.30,8.50,6.40,,8.3,6.10,9.3,1.9,0.6,1.4,4.30,3.7,1.00,1.7,2.8,3.9,4.00,23.00,6.80,3.80,23,0.8,8.90,2.90,3.5,0.5,,,,8.3,6.10,6.10,5.20,,,,,61,57,86,63,1,96,73,79,38,95,90
ANTOFAGASTA PLC,ANTO,GB0000456144,GB,20180501,Metals and Mining - Non-Precious Metals,5.8,4.5,2.7,5.7,6.2,3.5,3.90,0.70,5.70,,6.9,5.30,3.5,5.6,9.9,3.6,5.60,6.4,4.80,8.8,8.6,0,5.50,12.00,5.90,4.40,15,6.6,,,3.4,1.8,,,,6.9,5.30,6.90,5.20,5.00,5.00,5.00,5.00,34,31,63,31,2,79,26,61,8,95,90
ARTEMIS ALPHA TRUST PLC,ATS,GB0004355946,GB,20180501,Asset Management & Custody Banks,4.6,4.6,6.7,3.3,7.6,6.7,5.10,6.00,1.90,4.10,7.6,,6.7,0.8,0.1,0.9,5.10,2.9,1.00,0.4,0,0,5.00,0.00,0.00,0.00,0,0.4,8.80,3.70,1.9,0,3.30,5.40,1.70,7.6,,,,,,,,72,75,82,56,1,90,47,62,8,81,56
ASHTEAD GROUP PUBLIC LIMITED COMPANY,AHT,GB0000536739,GB,20180501,Trading Companies & Distributors,7,5.7,3.5,8.2,5.9,8.9,8.80,7.00,8.20,,6.6,5.10,8.9,2.1,1.2,2,8.80,2.7,4.50,2.7,3.8,2.1,6.80,0.00,4.60,4.40,20,4.2,,,4.2,1.8,,,,6.6,5.10,4.90,3.00,5.00,5.00,5.00,5.00,23,19,64,32,3,72,17,79,38,49,17
BG GROUP LIMITED,RDS,GB0008762899,GB,20180501,Integrated Oil & Gas,5.6,4.8,4.1,5.6,5.4,6.1,2.00,5.00,5.60,,8.2,3.00,6.1,7.7,4.8,4.4,8.20,5.1,6.30,7.4,7.3,2.5,4.90,0.00,7.20,5.10,17,6.7,,,5.8,4.8,,,,8.2,3.00,7.80,3.80,4.20,4.20,4.20,4.20,32,28,91,73,1,97,79,79,38,99,100
CAIRN ENERGY PLC,CNE,GB00B74CDH82,GB,20180501,Oil & Gas Exploration & Production,8.2,5.6,4.6,6.4,6.4,5.2,4.40,4.10,6.40,,8.2,4.70,5.2,5.7,2.2,3.6,2.70,4.3,0.00,4.8,4.7,0.9,2.90,0.00,4.10,0.00,18,4.4,6.30,2.80,0.3,5.3,,,,8.2,4.70,8.30,6.00,,,,,9,7,99,95,1,97,80,99,97,97,94
COBHAM PLC,COB,GB00B07KD360,GB,20180501,Aerospace & Defense,8.3,5.7,4.3,4.6,6.8,7.6,8.50,10.00,4.60,,7.7,6.10,7.6,3.6,1.3,3.8,8.50,3.7,5.20,2.3,3.8,6.3,4.60,24.00,6.50,4.10,0,3,,,5.7,8,,,,7.7,6.10,6.90,6.00,4.20,4.20,5.00,5.00,43,40,94,82,1,96,75,99,97,64,37
ENSCO PLC,ESV,GB00B4VLR192,GB,20180501,Energy Equipment & Services,2.1,3.8,3.4,4.4,4,3,2.80,4.80,4.40,,5.9,2.50,3,7.3,1.8,3.2,4.30,3.7,1.00,6.7,5.9,0,4.60,0.00,5.60,3.20,20,7,5.30,0.00,3.2,4.4,,,,5.9,2.50,8.50,4.00,,,,,34,37,30,17,3,54,53,89,100,58,54
THE EDINBURGH INVESTMENT TRUST PUBLIC LIMITED COMPANY,59KD,GB0000401033,GB,20180501,Asset Management & Custody Banks,6.3,5.5,6.7,4.3,8.5,6.7,5.10,9.30,1.90,5.60,8.5,,6.7,0.8,0.1,0.9,5.10,2.9,1.00,0.4,0,0,5.00,0.00,0.00,0.00,0,0.4,8.80,3.70,2.5,0,5.30,5.40,3.70,8.5,,,,,,,,72,75,97,90,1,99,93,79,38,95,90
HOMESERVE PLC,HSV,GB00BYYTFB60,GB,20180501,Commercial Services & Supplies,5.4,5.6,5.6,4.2,6.2,5.6,5.20,6.90,4.20,,8.2,4.10,5.6,2.1,2.3,1.7,5.20,2.8,1.00,2,4.4,0,4.20,28.00,7.30,4.50,0,2.3,2.10,6.70,2.3,0.5,,,,8.2,4.10,4.90,2.00,,,,,40,37,91,74,1,97,77,99,97,81,56
IP Group PLC,IPO,GB00B128J450,GB,20180501,Asset Management & Custody Banks,3.4,4.5,7.3,2.9,8.1,7.3,5.90,9.30,2.40,3.20,8.1,,7.3,1.1,0.3,0.8,5.90,2.1,1.00,0.6,0.7,0,4.60,0.00,2.40,0.00,0,0.3,9.00,4.40,1.6,0,5.30,5.40,3.70,8.1,,,,,,,,24,22,91,73,1,96,74,99,97,95,90
INTERNATIONAL PERSONAL FINANCE PLC,IPF,GB00B1YKG049,GB,20180501,Consumer Finance,8.2,5.6,9.3,4.7,8,9.3,5.00,9.10,6.40,4.50,8,,9.3,1,0.4,1,5.00,3.1,1.00,0.7,2.2,0,7.60,0.00,7.40,8.00,0,0.5,7.30,6.70,3.2,0,3.20,7.10,3.30,8,,,,,,,,46,43,97,90,1,99,90,99,97,85,61
MORGAN ADVANCED MATERIALS PLC,MGAM,GB0006027295,GB,20180501,Industrial Machinery,8.4,6.2,5,6.7,7.1,6.4,3.60,4.70,6.70,,8.2,6.30,6.4,5.8,6.4,6.1,3.60,4.4,1.00,4.3,7.2,4,6.70,19.00,6.40,6.10,0,4.7,4.60,4.20,3.7,5.6,,,,8.2,6.30,6.70,6.00,,,,,66,62,99,95,1,97,78,79,38,58,28
RIGHTMOVE PLC,RMV,GB00B2987V85,GB,20180501,Software & Services,6.8,5.1,8.2,3.3,8.7,8.2,5.40,8.40,7.10,0.30,8.7,,8.2,2.5,2.8,1.9,5.40,2.6,1.00,1.3,2.9,5.1,10.00,0.00,5.00,9.30,0,0.3,8.30,8.40,2.7,1,0.30,10.00,3.30,8.7,,,,,,,,65,61,99,95,1,100,98,99,97,95,89
RIO TINTO PLC,RIO,GB0007188757,GB,20180501,Metals and Mining - Non-Precious Metals,5.4,4.2,2.4,5.2,6.1,3.2,2.70,1.60,5.20,,7.6,4.20,3.2,7.6,9.8,6,3.30,7.8,4.10,8.9,8.6,0.1,2.10,12.00,10.00,5.10,15,5.3,,,5.4,3.2,,,,7.6,4.20,6.50,3.70,3.70,3.70,5.00,5.00,49,47,74,46,1,91,49,80,38,85,61
SPIRAX-SARCO ENGINEERING PLC,SPX,GB00BWFGQN14,GB,20180501,Industrial Machinery,7.8,6,4.5,5.3,7.8,10,4.50,4.90,5.30,,8,7.60,10,2.6,1.3,4.4,4.50,3.5,1.00,3,5.2,4.8,5.30,19.00,6.50,4.80,0,4.6,4.60,6.80,3.7,7.2,,,,8,7.60,5.30,5.90,,,,,21,18,94,82,1,95,65,79,38,95,90
TELECOM PLUS PLC,TEP,GB0008794710,GB,20180501,Utilities,7,6.4,3.6,8.1,7.7,9.5,6.00,6.00,6.40,9.10,7.7,,9.5,2.8,3.9,3.4,6.00,1.6,1.00,3.7,2.9,2.1,6.40,0.00,4.90,4.30,0,2,7.10,6.50,3.6,3.5,9.10,3.90,6.00,7.7,,,,,,,,72,75,67,36,1,91,51,99,97,81,56
BLACKROCK THROGMORTON TRUST PLC,THRG,GB0008910555,GB,20180501,Asset Management & Custody Banks,6,5.3,6.7,3.9,8.8,6.7,5.10,6.00,1.80,5.00,8.8,,6.7,0.8,0.1,0.9,5.10,2.9,1.00,0.4,0,0,5.00,0.00,0.00,0.00,0,0.4,8.80,3.60,2.3,0,3.30,5.40,1.70,8.8,,,,,,,,72,75,99,95,1,100,98,99,97,95,90
WS ATKINS LIMITED,WATKF,GB0000608009,GB,20180501,Professional Services,5.3,4.1,2.7,5.5,3.9,10,3.70,7.40,5.50,,6.6,2.10,10,2.6,2.2,3.1,3.70,4.3,1.00,2.6,3.9,5.2,3.40,0.00,9.10,5.50,30,7,,,4.4,1.6,,,,6.6,2.10,8.40,3.60,4.20,4.20,5.00,5.00,14,15,74,54,1,77,57,51,39,99,98
Yorkshire Building Society,YBS,XS0247065674,GB,20180501,Banks,5.2,4.8,5,3.4,7.8,5,5.80,,5.70,2.90,8.1,7.50,9,1,0.4,0.6,5.80,2.2,1.00,0.5,0.6,0,0.00,0.00,8.60,0.00,0,0.4,6.10,4.80,3.4,0,1.50,8.80,3.30,8.1,,,,,,,,74,75,88,67,1,97,76,79,38,85,61
EUROTUNNEL FINANCE LIMITED,GETP,XS0085954708,GB,20180501,Transportation Infrastructure,8.5,7.1,9.9,7.9,5.3,5.2,9.90,7.20,7.90,,5.9,4.90,5.2,7.5,3.7,2,5.40,3.4,1.70,3,4.9,0,3.20,0.00,7.01,3.20,28,5.4,,,2.4,4.7,,,,5.9,4.90,7.20,5.10,5.00,5.00,5.00,5.00,21,21,31,24,2,54,41,65,70,95,96
BP CAPITAL MARKETS P.L.C.,BP,US05565QBZ00,GB,20180501,"Oil & Gas Refining, Marketing, Transportation & Storage",3.5,4.2,3.5,4.6,5.1,4.3,2.50,4.00,4.60,,7,3.50,4.3,7,3.9,4.6,8.60,4.7,6.30,7.3,6.9,2.1,3.90,0.00,7.80,4.70,17,7.4,,,5.7,4.7,,,,7,3.50,8.70,5.20,3.70,3.70,4.20,4.20,44,41,59,26,1,81,28,79,38,81,56
JUPITER INVESTMENT MANAGEMENT GROUP LIMITED,,XS0069638897,GB,20180501,Asset Management & Custody Banks,8.9,6.4,10,5.5,7.9,10,5.90,9.30,5.00,5.80,7.9,,10,1.1,0.3,0.8,5.90,2.1,1.00,0.6,0.8,0,10.00,0.00,4.50,9.30,0,0.2,9.00,7.00,2.9,0,2.80,8.70,4.50,7.9,,,,,,,,78,79,94,82,1,94,61,79,38,44,11
BG ENERGY CAPITAL PLC,,US05541VAE65,GB,20180501,Integrated Oil & Gas,5.6,4.8,4.1,5.6,5.4,6.1,2.00,5.00,5.60,,8.2,3.00,6.1,7.7,4.8,4.4,8.20,5.1,6.30,7.4,7.3,2.5,4.90,0.00,7.20,5.10,17,6.7,,,5.8,4.8,,,,8.2,3.00,7.80,3.80,4.20,4.20,4.20,4.20,32,28,91,73,1,97,79,79,38,99,100
ANNES GATE PROPERTY PLC,,XS0145437835,GB,20180501,Asset Management & Custody Banks,4.6,4.9,6.7,3.1,8.6,6.7,5.90,9.30,1.50,3.50,8.6,,6.7,1.1,0.3,0.8,5.90,2.1,1.00,0.6,0.7,0,5.00,0.00,1.90,0.00,0,0.3,9.00,3.50,2.5,0,1.90,5.40,0.30,8.6,,,,,,,,72,75,97,90,1,99,95,89,46,95,90
ANGLO AMERICAN CAPITAL PLC,AAL,XS1005228371,GB,20180501,Metals and Mining - Non-Precious Metals,5.4,4.5,4.4,4.1,5,6.4,4.10,3.70,4.10,,6.7,2.80,6.4,6.3,9.7,4.5,4.30,6.9,4.20,8.5,7.7,0.3,3.50,12.00,7.40,3.90,15,7.7,,,5.1,1.6,,,,6.7,2.80,7.80,3.60,4.20,4.20,5.00,5.00,24,21,43,12,2,74,19,99,97,95,90
CONSORT HEALTHCARE (BLACKBURN) FUNDING PLC,,XS0172270331,GB,20180501,Asset Management & Custody Banks,4.6,4.9,6.7,3.1,8.6,6.7,5.90,9.30,1.50,3.50,8.6,,6.7,1.1,0.3,0.8,5.90,2.1,1.00,0.6,0.7,0,5.00,0.00,1.90,0.00,0,0.3,9.00,3.50,2.5,0,1.90,5.40,0.30,8.6,,,,,,,,72,75,97,90,1,99,95,89,46,95,90
ZURICH FINANCE (UK) PLC,,XS0177600920,GB,20180501,Multi-Line Insurance & Brokerage,8.4,6.6,7,6.1,8.1,7,10.00,10.00,5.70,7.10,8.1,,10,0.7,0.1,0.6,10.00,1.4,5.70,0.9,1.5,0,7.60,0.00,5.60,6.20,0,0.5,7.80,6.50,5.9,0,4.50,8.80,6.30,8.1,,,,,,,,72,78,82,69,1,96,84,89,60,95,98
RIO TINTO FINANCE PLC,RIOX,XS0863076930,GB,20180501,Metals and Mining - Non-Precious Metals,5.4,4.2,2.4,5.2,6.1,3.2,2.70,1.60,5.20,,7.6,4.20,3.2,7.6,9.8,6,3.30,7.8,4.10,8.9,8.6,0.1,2.10,12.00,10.00,5.10,15,5.3,,,5.4,3.2,,,,7.6,4.20,6.50,3.70,3.70,3.70,5.00,5.00,49,47,74,46,1,91,49,80,38,85,61
RMAC 2004-NS1 PLC,,XS0185373114,GB,20180501,Professional Services,6,5.7,8,5.3,6.2,8,6.00,9.30,4.10,6.50,6.2,,8,1.9,0.3,1,6.00,1.8,1.00,1,1.1,0,10.00,0.00,3.30,7.50,0,0.4,8.90,6.00,3.3,2.4,6.50,5.70,5.20,6.2,,,,,,,,29,18,37,12,3,62,37,71,93,81,66
